text,segmented_text,gloss,translation,detailed_gloss
"['Joti', 'man', 'imul+']","['joti', 'man', 'imul']","['ADJ', 'ART', 'S']","['Jodido', 'el', 'conejo.']","['ADJ', 'ART#ART', 'S']"
"[""ta'"", ""xya'"", 'pongam+']","[""ta'"", 'x-', ""ya'"", 'pogam']","['PART', 'TAM', 'VT', 'VT']","['No', 'diÃ³', 'pongamos.']","['NEG#PART', 'COM#TAM', 'VT', 'VT']"
"[""ta'"", ""xya'"", 'permis', 're', 'tijtij,+']","[""ta'"", 'x-', ""ya'"", 'permis', 're', 'ti-', 'j-', 'tij']","['PART', 'TAM', 'VT', 'S', 'PRON', 'TAM', 'PERS', 'VT']","['No', 'diÃ³', 'permiso', 'para', 'que', 'se', 'lo', 'comiera.']","['NEG#PART', 'COM#TAM', 'VT', 'S', 'PRON', 'INC#TAM', 'E3S#PERS', 'VT']"
"[""cha'"", 're.+']","[""cha'"", 're']","['VT', 'PRON']","['Dijo', 'Ã©l.']","['VT', 'PRON']"
"[""Xrile'na"", 'primer.+']","['x-', 'r-', 'il', ""-e'"", ""-na'"", 'primer']","['TAM', 'PERS', 'VI', 'PART', 'PART', 'NUM']","['Primero', 'lo', 'tuvo', 'que', 'ver.']","['COM#TAM', 'E3S#PERS', 'VI', 'ENF#PART', 'PART#PART', 'NUM']"
"[""Jo'"", ""tqile'.+""]","[""jo'"", 't-', 'q-', 'il', ""-e'""]","['VI', 'TAM', 'PERS', 'VT', 'PART']","['Vamos', 'a', 'verlo.']","['VI', 'INC#TAM', 'E1P#PERS', 'VT', 'ENF#PART']"
"['Baay', ""xe'"", 'taq', 'chirilik,+']","['baay', ""xe'"", 'taq', 'chi-', 'r-', 'il', '-ik']","['VOC', 'VI', 'PART', 'PREP', 'PERS', 'VT', 'SUF']","['Baya', 'se', 'fueron', 'a', 'verlo.']","['VOC', 'VI', 'PL#PART', 'PREP#PREP', 'E3P#PERS', 'VT', 'SC#SUF']"
"['xtaw', 'taq', 'lamaas', ""wi'"", 'man', ""ab'aj,+""]","['x-', 'taw', 'taq', 'lamaas', ""wi'"", 'man', ""ab'aj""]","['TAM', 'VT', 'PART', 'ADV', 'EXS', 'ART', 'S']","['Llegaron', 'en', 'donde', 'esta', 'la', 'piedra.']","['COM#TAM', 'VT', 'PL#PART', 'ADV', 'EXS#EXS', 'ART#ART', 'S']"
"[""cha'.+""]","[""cha'""]",['VI'],['Dice.'],['VI']
"['Kwand', 'xij', 're', ""cha'.+""]","['kwand', 'x-', 'ij', 're', ""cha'""]","['ADV', 'TAM', 'VT', 'PRON', 'VI']","['Cuando', 'les', 'dijo', 'dice.']","['ADV', 'COM#TAM', 'VT', 'PRON', 'VI']"
"['Xpe', 'man', 'imul', 'xij', 're,', ""cha',"", 'man', 'wun...', 'man', 'kumetz,+']","['x-', 'pe', 'man', 'imul', 'x-', 'ij', 're', ""cha'"", 'man', 'wun', 'man', 'kumetz']","['TAM', 'VI', 'ART', 'S', 'TAM', 'VT', 'PRON', 'VI', 'ART', 'S', 'ART', 'S']","['Vino', 'el', 'conejo', 'le', 'dijo', 'al', 'hombre?', 'dijo.', 'a', 'esa', 'culebra.']","['COM#TAM', 'VI', 'ART#ART', 'S', 'COM#TAM', 'VT', 'PRON', 'VI', 'ART#ART', 'S', 'ART#ART', 'S']"
"[""cha'.+""]","[""cha'""]",['VI'],['Dice.'],['VI']
"[""Okenika'"", 'chiralaj', 'man', ""ab'aj.+""]","['ok', '-en', '-ik', ""-a'"", 'chi-', 'r-', 'alaj', 'man', ""ab'aj""]","['VT', 'PERS', 'SUF', 'PART', 'PREP', 'PERS', 'SREL', 'ART', 'S']","['Â¡Entra', 'debajo', 'de', 'la', 'piedra!']","['VT', 'E2S#PERS', 'SC#SUF', 'ENF#PART', 'PREP#PREP', 'E3S#PERS', 'SREL#SREL', 'ART#ART', 'S']"
"['I', 'twil', 'nemoo', ""ab'anik"", 'chiralaj', 'man', ""ab'aj,+""]","['i', 't-', 'wil', 'ne-', 'moo', 'a-', ""b'an"", '-ik', 'chi-', 'r-', 'alaj', 'man', ""ab'aj""]","['CONJ', 'TAM', 'SREL', 'ADV', 'ADV', 'PERS', 'VT', 'SUF', 'PREP', 'PERS', 'SREL', 'ART', 'S']","['Para', 'ver', 'como', 'estavas', 'de', 'bajo', 'de', 'la', 'piedra.']","['CONJ#CONJ', 'INC#TAM', 'SREL', 'INT#ADV', 'ADV', 'E2S#PERS', 'VT', 'SC#SUF', 'PREP#PREP', 'E3S#PERS', 'SREL', 'ART#ART', 'S']"
"[""cha'"", 're', ""cha'.+""]","[""cha'"", 're', ""cha'""]","['VI', 'PRON', 'VI']","['Le', 'dijo', 'a', 'Ã©l', 'dice.']","['VI', 'PRON', 'VI']"
"['Xtawen,+']",['xtawen'],['ADV'],"['Esta', 'bien.']",['ADV']
"[""cha',+""]","[""cha'""]",['VI'],['Dice.'],['VI']
"['kit...', 'kumetz', ""xe'"", 'chiralaj', 'man', ""ab'aj.+""]","['(kit)', 'kumetz', ""xe'"", 'chi-', 'r-', 'alaj', 'man', ""ab'aj""]","['???', 'S', 'VI', 'PREP', 'PERS', 'SREL', 'ART', 'S']","['La', 'pobre', 'culebra', 'se', 'fue', 'debajo', 'de', 'la', 'piedra.']","['???', 'S', 'VI', 'PREP#PREP', 'E3S#PERS', 'SREL', 'ART#ART', 'S']"
"['I', 'twil', 'nemoo', ""ab'anik"", 'chiralaj', 'man', ""ab'aj,+""]","['i', 't-', 'wil', 'ne-', 'moo', 'a-', ""b'an"", '-ik', 'chi-', 'r-', 'alaj', 'man', ""ab'aj""]","['CONJ', 'TAM', 'SREL', 'ADV', 'ADV', 'PERS', 'VT', 'SUF', 'PREP', 'PERS', 'SREL', 'ART', 'S']","['Y', 'quiero', 'ver', 'como', 'estavas', 'debajo', 'de', 'la', 'piedra.']","['CONJ#CONJ', 'INC#TAM', 'SREL', 'INT#ADV', 'ADV', 'E2S#PERS', 'VT', 'SC#SUF', 'PREP#PREP', 'E3S#PERS', 'SREL', 'ART#ART', 'S']"
"[""cha'"", 're.+']","[""cha'"", 're']","['VI', 'PRON']","['Le', 'dijo', 'Ã©l.']","['VI', 'PRON']"
"['Xtawen,+']",['xtawen'],['ADV'],"['Esta', 'bien.']",['ADV']
"[""cha'"", ""k'itz"", 'kumetz.+']","[""cha'"", ""k'itz"", 'kumetz']","['VI', 'PART', 'S']","['Dijo', 'la', 'pobre', 'culebra.']","['VI', 'AFE#PART', 'S']"
"[""Xe'"", 'chiralaj', 'man', ""ab'aj,+""]","[""xe'"", 'chi-', 'r-', 'alaj', 'man', ""ab'aj""]","['VI', 'PREP', 'PERS', 'SREL', 'ART', 'S']","['Se', 'fue', 'debajo', 'de', 'la', 'piedra.']","['VI', 'PREP#PREP', 'E3S#PERS', 'SREL', 'ART#ART', 'S']"
"['xpe', 'man,+']","['x-', 'pe', 'man']","['TAM', 'VI', 'ART']","['Vino', 'ese.']","['COM#TAM', 'VI', 'ART#ART']"
"[""xme'"", 'taq', 'man', 'palank.+']","['x-', ""me'"", 'taq', 'man', 'palank']","['TAM', 'VT', 'PART', 'ART', 'S']","['Fueron', 'a', 'traer', 'la', 'palanca.']","['COM#TAM', 'VT', 'PL#PART', 'ART#ART', 'S']"
"[""Xb'itaq,+""]","['x-', ""b'it"", '-aq']","['TAM', 'VI', 'PART']","['Lo', 'levantaron.']","['COM#TAM', 'VI', 'PL#PART']"
"['kwand', 'xpe', 'man', 'kumetz,+']","['kwand', 'x-', 'pe', 'man', 'kumetz']","['ADV', 'TAM', 'VI', 'ART', 'S']","['Cuando', 'vino', 'la', 'culebra.']","['ADV', 'COM#TAM', 'VI', 'ART#ART', 'S']"
"[""xq'ajch"", 'chiralaj', 'man', ""ab'aj.+""]","['x-', ""q'aj"", '-ch', 'chi-', 'r-', 'alaj', 'man', ""ab'aj""]","['TAM', 'VI', 'DIR', 'PREP', 'PERS', 'SREL', 'ART', 'S']","['Se', 'metiÃ³', 'debajo', 'de', 'la', 'piedra.']","['COM#TAM', 'VI', 'DIR#DIR', 'PREP#PREP', 'E3S#PERS', 'SREL', 'ART#ART', 'S']"
"['Kwand', 'xpe', 'man', 'imul', 'xqasaj', 'man,+']","['kwand', 'x-', 'pe', 'man', 'imul', 'x-', 'qa-', '-sÃ¡j', 'man']","['ADV', 'TAM', 'VI', 'ART', 'S', 'TAM', 'PERS', 'SUF', 'ART']","['Cuando', 'vino', 'el', 'conejo', 'bajÃ³', 'ese.']","['ADV', 'COM#TAM', 'VI', 'ART#ART', 'S', 'COM#TAM', 'E1S#PERS', 'PAS#SUF', 'ART#ART']"
"['xqasaj', 'man', ""ab'aj.+""]","['x-', 'qa-', '-sÃ¡j', 'man', ""ab'aj""]","['TAM', 'PERS', 'SUF', 'ART', 'S']","['BajÃ³', 'la', 'pÃ\xadedra.']","['COM#TAM', 'E1P#PERS', 'PAS#SUF', 'ART#ART', 'S']"
"['I', 'xkan', 'chiralaj', 'man', ""ab'aj,+""]","['i', 'x-', 'kan', 'chi-', 'r-', 'alaj', 'man', ""ab'aj""]","['CONJ', 'TAM', 'VI', 'PREP', 'PERS', 'SREL', 'ART', 'S']","['Se', 'quedÃ³', 'debajo', 'de', 'la', 'piedra.']","['CONJ#CONJ', 'COM#TAM', 'VI', 'PREP#PREP', 'E3S#PERS', 'SREL', 'ART#ART', 'S']"
"[""cha'.+""]","[""cha'""]",['VI'],['Dice.'],['VI']
"['Baa', 'lajori', 'y...+']","['baa', 'lajori', 'y...']","['VOC', 'ADV', 'CONJ']","['Vaya', 'y', 'ahora...']","['VOC', 'ADV', 'CONJ']"
"['Xpe', 'man,+']","['x-', 'pe', 'man']","['TAM', 'VI', 'ART']","['Vino', 'ese.']","['COM#TAM', 'VI', 'ART#ART']"
"['lajori', 'inawesaj,+']","['lajori', 'in-', 'aw-', 'esa', '-j']","['ADV', 'PERS', 'PERS', 'VT', 'SUF']","['Ahora', 'sÃ¡came.']","['ADV', 'A1S#PERS', 'E2#PERS', 'VT', 'SC#SUF']"
"[""tcha'"", 'chik', 'man', 'kumetz', 're', 'man', 'imul.+']","['t-', ""cha'"", 'chik', 'man', 'kumetz', 're', 'man', 'imul']","['TAM', 'VI', 'PART', 'ART', 'S', 'PRON', 'ART', 'S']","['Le', 'dijo', 'la', 'culebra', 'al', 'conejo.']","['INC#TAM', 'VI', 'PART#PART', 'ART#ART', 'S', 'PRON', 'ART#ART', 'S']"
"['Lajori', ""ta'"", ""chki'"", 'atwesaj,+']","['lajori', ""ta'"", 'chk', ""-i'"", 'at-', 'w-', 'esa', '-j']","['ADV', 'PART', 'PART', 'PART', 'PERS', 'PERS', 'VT', 'SUF']","['Ahora', 'ya', 'no', 'te', 'sacarÃ©.']","['ADV', 'NEG#PART', 'PART#PART', 'ENF#PART', 'A2S#PERS', 'E1S#PERS', 'VT', 'SC#SUF']"
"['kom', 'neen', 'jchaak', 'aat,+']","['kom', 'neen', 'j-', 'chaak', 'aat']","['PART', 'ADV', 'PERS', 'S', 'PRON']","['Como', 'por', 'que', 'eres', 'vos.']","['PART', 'INT#ADV', 'E3S#PERS', 'S', 'PRON']"
"[""ta',+""]","[""ta'""]",['PART'],['No.'],['NEG#PART']
"[""ta'"", 'tzii', ""atno'jin"", 're', 'man', 'wunaq', 'ri.+']","[""ta'"", 'tzii', 'at-', ""no'j"", '-in', 're', 'man', 'wunaq', 'ri']","['PART', 'ADJ', 'PERS', 'ADV', 'SUF', 'PRON', 'ART', 'S', 'DEM']","['No', 'te', 'portas', 'bien', 'con', 'el', 'hombre.']","['NEG#PART', 'ADJ', 'A2S#PERS', 'ADV', 'AP#SUF', 'PRON', 'ART#ART', 'S', 'DEM#DEM']"
"['Neen', 'jchak', 'xen', 'jun', 'faabor', 'chawe.+']","['neen', 'j-', 'chak', 'x-', 'en', 'jun', 'faabor', 'ch-', 'aw-', 'e']","['ADV', 'PERS', 'S', 'TAM', 'PREP', 'NUM', 'S', 'TAM', 'PERS', 'SREL']","['Porque', 'te', 'hizo', 'un', 'favor.']","['INT#ADV', 'E3S#PERS', 'S', 'COM#TAM', 'PREP', 'NUM', 'S', 'INC#TAM', 'E2S#PERS', 'SREL']"
"['I', 'aat,+']","['i', 'aat']","['CONJ', 'PRON']","['Y', 'tÃº.']","['CONJ#CONJ', 'PRON']"
"[""ta'"", ""ta'n"", 'gradeser', 'man', 'fabor,+']","[""ta'"", 't-', ""a'n"", 'gradeser', 'man', 'fabor']","['PART', 'TAM', 'VT', 'ADV', 'ART', 'S']","['No', 'agradeces', 'el', 'favor.']","['NEG#PART', 'INC#TAM', 'VT', 'ADV', 'ART#ART', 'S']"
"[""tcha'"", 're', ""cha'.+""]","['t-', ""cha'"", 're', ""cha'""]","['TAM', 'VI', 'PRON', 'VI']","['Le', 'dijo', 'dice.']","['INC#TAM', 'VI', 'PRON', 'VI']"
"['Lajori,+']",['lajori'],['ADV'],['Ahora.'],['ADV']
"[""tcha'"", 're', ""cha'.+""]","['t-', ""cha'"", 're', ""cha'""]","['TAM', 'VI', 'PRON', 'VI']","['Le', 'dijo', 'dice.']","['INC#TAM', 'VI', 'PRON', 'VI']"
"['Lajori,+']",['lajori'],['ADV'],['Ahora.'],['ADV']
"[""tcha'"", 'man', 'imul', 're', ""cha'.+""]","['t-', ""cha'"", 'man', 'imul', 're', ""cha'""]","['TAM', 'VI', 'ART', 'S', 'PRON', 'VI']","['Le', 'dijo', 'el', 'conejo', 'dice.']","['INC#TAM', 'VI', 'ART#ART', 'S', 'PRON', 'VI']"
"['Lajori', ""xaatina'"", 'salbar,+']","['lajori', 'x-', 'aat', ""-na'"", 'salbar']","['ADV', 'TAM', 'PRON', 'PART', 'VT']","['Ahora', 'te', 'salvÃ³.']","['ADV', 'COM#TAM', 'PRON', 'PART#PART', 'VT']"
"[""tcha'"", 'man', 'imul', 're', 'man', 'wunaq', ""cha'.+""]","['t-', ""cha'"", 'man', 'imul', 're', 'man', 'wunaq', ""cha'""]","['TAM', 'VI', 'ART', 'S', 'PRON', 'ART', 'S', 'VI']","['Le', 'dijo', 'el', 'conejo', 'al', 'hombre', 'dice.']","['INC#TAM', 'VI', 'ART#ART', 'S', 'PRON', 'ART#ART', 'S', 'VI']"
"['Si', 'noo', ""atijsaji'n,+""]","['si', 'noo', 'a-', 'tij', '-sÃ¡j', ""-i'n""]","['ADV', 'ADV', 'PERS', 'VT', 'SUF', 'PART']","['Si', 'no', 'te', 'viaran', 'comido.']","['ADV', 'ADV', 'A2S#PERS', 'VT', 'PAS#SUF', 'ENF#PART']"
"['lajori,', 'lajori', 'ta...', 'loke', 'lamaas', ""atb'e,+""]","['lajori', 'lajori', ""ta'"", 'loke', 'lamaas', 'at-', ""b'e""]","['ADV', 'ADV', 'PART', 'ADV', 'ADV', 'PERS', 'VI']","['Ahora', 'ahora', 'a', 'donde', 'vas.']","['ADV', 'ADV', 'NEG#PART', 'ADV', 'ADV', 'A2S#PERS', 'VI']"
"['ltokon', 'kesey', ""inate'"", 'laj', ""akinaq'.+""]","['l-', 'tok', '-on', 'kesey', 'in-', 'a-', ""te'"", 'laq', 'a-', ""kinaq'""]","['PREP', 'VT', 'SUF', 'ADV', 'PERS', 'PERS', 'VT', 'PREP', 'PERS', 'S']","['En', 'la', 'caserÃ\xada', 'aÃºnque', 'me', 'encuentres,', 'en', 'la', 'siembra', 'de', 'frijol.']","['PREP', 'VT', 'AP#SUF', 'ADV', 'E1S#PERS', 'E1S#PERS', 'VT', 'PREP#PREP', 'E2S#PERS', 'S']"
"[""Kita'"", ""inat'oj,+""]","[""kita'"", 'in-', 'a-', ""t'oj""]","['ADV', 'PERS', 'PERS', 'VT']","['No', 'me', 'vas', 'a', 'disparar.']","['NEG#ADV', 'A1S#PERS', 'E2S#PERS', 'VT']"
"[""tcha'"", 're', ""cha'.+""]","['t-', ""cha'"", 're', ""cha'""]","['TAM', 'VI', 'PRON', 'VI']","['Asi', 'le', 'dijo', 'dice.']","['INC#TAM', 'VI', 'PRON', 'VI']"
"['Por', 'iin', ""xatina'"", 'salbar,+']","['por', 'iin', 'x-', 'at-', 'in', ""-a'"", 'salbar']","['ADV', 'PRON', 'TAM', 'PERS', 'PERS', 'PART', 'VT']","['Porque', 'yo', 'te', 'salve.']","['ADV', 'PRON', 'COM#TAM', 'A2S#PERS', 'E1S#PERS', 'ENF#PART', 'VT']"
"[""tcha'"", 're', ""cha'.+""]","['t-', ""cha'"", 're', ""cha'""]","['TAM', 'VI', 'PRON', 'VI']","['Le', 'dijo', 'dice.']","['INC#TAM', 'VI', 'PRON', 'VI']"
"['Si', 'noo', 'ya', 'stuw', ""atijsaji'n,+""]","['si', 'noo', 'ya', 'stuw', 'a-', 'tij', '-sÃ¡j', ""-i'n""]","['ADV', 'ADV', 'VOC', 'ADV', 'PERS', 'VT', 'SUF', 'PART']","['Si', 'no', 'ya', 'te', 'viaran', 'comido.']","['ADV', 'ADV', 'VOC', 'ADV', 'A2S#PERS', 'VT', 'PAS#SUF', 'ENF#PART']"
"[""cha'"", 're', ""cha'.+""]","[""cha'"", 're', ""cha'""]","['VI', 'PRON', 'VI']","['Le', 'dijo', 'dice.']","['VI', 'PRON', 'VI']"
"['Xpe', 'man', 'wunaq.+']","['x-', 'pe', 'man', 'wunaq']","['TAM', 'VI', 'ART', 'S']","['Y', 'vino', 'el', 'hombre.']","['COM#TAM', 'VI', 'ART#ART', 'S']"
"['Baay', ""k'omo"", 'chawe', 'xina,', 'xina', 'aan', 'salbar,+']","['baay', ""k'omo"", 'ch-', 'aw-', 'e', 'x-', 'in', '-a', 'x-', 'in', '-a', 'aan', 'salbar']","['VOC', 'ADV', 'TAM', 'PERS', 'SREL', 'TAM', 'PERS', 'PERS', 'TAM', 'PERS', 'PERS', 'VT', 'VT']","['Baya', 'gracias', 'a', 'vos', 'que', 'me', 'salvastes.']","['VOC', 'ADV', 'INC#TAM', 'E2S#PERS', 'SREL', 'COM#TAM', 'A1S#PERS', 'E2S#PERS', 'COM#TAM', 'A1S#PERS', 'E2S#PERS', 'VT', 'VT']"
"[""cha'"", 're', ""cha'.+""]","[""cha'"", 're', ""cha'""]","['VI', 'PRON', 'VI']","['Le', 'dijo', 'a', 'Ã©l', 'dice.']","['VI', 'PRON', 'VI']"
"[""Ji'n"", ""kila'"", 'qe', 'nomas.+']","[""jii'n"", ""kila'"", 'qe', 'no', '-mas']","['PART', 'ADV', 'PART', 'ADV', 'ADV']","['Si', 'alli', 'nada', 'mÃ¡s.']","['AFI#PART', 'ADV', 'PART#PART', 'ADV', 'ADV']"
"['loke', 'xqacholch.+']","['loke', 'x-', 'qa-', 'chol', '-ch']","['ADV', 'TAM', 'PART', 'VT', 'DIR']","['Lo', 'que', 'empezamos.']","['ADV', 'COM#TAM', 'PART#PART', 'VT', 'DIR#DIR']"
"['Porke...', 'niri', ""ta'"", 'qawsilyatura', ""Chipaaja',+""]","['porke', 'niri', ""ta'"", 'q-', 'awsilyatura', ""chipaaja'""]","['ADV', 'ADV', 'PART', 'PERS', 'S', 'S']","['Porque', 'aquÃ\xad', 'no', 'teniamos', 'auxiliatura', 'Chipaj.']","['ADV', 'ADV', 'NEG#PART', 'E1P#PERS', 'S', 'S']"
"['ra', 'kaseriy', 'qe.+']","['ra', 'kaseriy', 'qe']","['PART', 'TOP', 'ADV']","['Solo', 'es', 'un', 'cacerio.']","['DIM#PART', 'TOP', 'PART#ADV']"
"['I', 'mas', 'petzel', 'koj,+']","['i', 'mas', 'petz', '-el', 'koj']","['CONJ', 'ADV', 'VI', 'SUF', 'PRON']","['Y', 'mÃ¡s', 'veniamos.']","['CONJ#CONJ', 'ADV', 'VI', 'PP#SUF', 'PRON']"
"[""rka...'"", ""b'a"", ""q'anchelaaj"", 'ooj,+']","[""rka'"", ""b'a"", ""q'an-"", 'che', '-laj', 'ooj']","['PART', 'SREL', 'ADJ', 'S', 'PART', 'PRON']","['Este', 'sobre', 'el', 'Pinal', 'nosotros.', '(Sobre', 'el', 'pinal', 'nosotros.)']","['PART#PART', 'SREL', 'ADJ', 'S', 'PART#PART', 'PRON']"
"[""cha'"", 're', 're', 'Pinaal.+']","[""cha'"", 're', 're', 'Pinaal']","['VI', 'SREL', 'SREL', 'TOP']","['Le', 'decimos', 'al', 'Pinal.']","['VI', 'SREL', 'SREL', 'TOP']"
"[""Kila'ili"", ""wi'"", 'raal', 'aldeya', ""kla'.+""]","[""kila'"", '-i', ""-li'"", ""wi'"", 'raal', 'aldeya', ""kla'""]","['ADV', 'SUF', 'DEM', 'EXS', 'DIM', 'S', 'ADV']","['AllÃ\xad', 'estaba', 'la', 'aldea', 'allÃ\xad.']","['ADV', 'PP#SUF', 'DEM#DEM', 'EXS#EXS', 'DIM#DIM', 'S', 'ADV']"
"[""Tb'iqane'"", 'qaxumaan', 're,', 're', ""ch'imiyaal.+""]","['ti-', ""b'i-"", 'qa', ""-ne'"", 'qa-', 'xumaan', 're', 're', ""ch'imiy"", '-aal']","['TAM', 'DIR', 'PERS', 'PART', 'PERS', 'S', 'PART', 'PART', 'S', 'SABS']","['Vamos', 'a', 'hacer', 'nuestra', 'semana', 'de', 'mayores.']","['INC#TAM', 'DIR#DIR', 'E1P#PERS', 'ENF#PART', 'E1P#PERS', 'S', 'PART#PART', 'PART#PART', 'S', 'SAB#SABS']"
"[""Ji'n"", 're', ""ch'imiyaal"", ""kla'"", ""kila'"", ""t'iqane'"", 'qaxumaan.+']","[""jii'n"", 're', ""ch'imiy"", '-aal', ""kla'"", ""kla'"", ""t'-"", 'i-', 'q-', 'an', ""-e'"", 'qa-', 'xuman']","['PART', 'SREL', 'S', 'SABS', 'ADV', 'ADV', 'TAM', 'DIR', 'SREL', 'VT', 'SUF', 'PERS', 'S']","['Si', 'de', 'los', 'mayor', 'allÃ\xad', 'allÃ\xad', 'vamos', 'hacer', 'nuestra', 'semana.']","['AFI#PART', 'SREL', 'S', 'SAB#S.ABS', 'ADV', 'ADV', 'INC#TAM', 'DIR#DIR', 'SREL', 'VT', 'ENF#SUF', 'E1P#PERS', 'S']"
"['Xensaj', ""b'i"", 'ra', 'qaaw,+']","['x-', 'en', '-sÃ¡j', ""b'i"", 'ra', 'qa-', 'aw']","['TAM', 'VT', 'SUF', 'DIR', 'PART', 'PERS', 'S']","['Nos', 'hacen', 'nuestras', 'tortillas.']","['COM#TAM', 'VT', 'PAS#SUF', 'DIR#DIR', 'DIM#PART', 'E1P#PERS', 'S']"
"[""xqama'"", ""b'i"", 'ra', ""qaq'u'.+""]","['x-', 'qa-', ""ma'"", ""b'i"", 'ra', 'qa-', ""q'u'""]","['TAM', 'PERS', 'PART', 'DIR', 'PART', 'PERS', 'S']","['Llevamos', 'nuestras', 'chamarras.']","['COM#TAM', 'E1P#PERS', 'PART#PART', 'DIR#DIR', 'DIM#PART', 'E1P#PERS', 'S']"
"[""Kila'"", 'oojwer,+']","[""kla'"", 'ooj-', 'wer']","['ADV', 'PRON', 'VI']","['AllÃ\xad', 'nos', 'dormimos.']","['ADV', 'PRON', 'VI']"
"[""oojweri'"", 'dyunabes', 'li', 'usilyatura.+']","['ooj-', 'wer', ""-i'"", 'dyunabes', 'li', 'usilyatura']","['PRON', 'VI', 'PART', 'ADV', 'DEM', 'S']","['Nos', 'dormimos', 'de', 'una', 'vez', 'en', 'la', 'auxiliatura.']","['PRON', 'VI', 'ENF#PART', 'ADV', 'DEM#DEM', 'S']"
"['I', 'i', ""kla'"", ""wi',+""]","['i', 'i', ""kla'"", ""wi'""]","['CONJ', 'CONJ', 'ADV', 'EXS']","['Y', 'y', 'allÃ\xad', 'hay.']","['CONJ#CONJ', 'CONJ#CONJ', 'ADV', 'EXS#EXS']"
"['ya', 'wee', ""kla'"", ""wi'"", 'ra', ""q'atziij.+""]","['ya', '(wee)', ""kla'"", ""wi'"", 'ra', ""q'a-"", 'tziij']","['VOC', '???', 'ADV', 'EXS', 'PART', 'PART', 'S']","['Ya', 'allÃ\xad', 'hay', 'una', 'auxiliatura.']","['VOC', '???', 'ADV', 'EXS#EXS', 'DIM#PART', 'PART#PART', 'S']"
"['I', 'nim', 'ra', ""b'atz'aq"", 'i', ""kla'"", 'tqanuch', ""qaq'aaq',+""]","['i', 'nim', 'ra', ""b'a-"", ""tz'aq"", 'i', ""kla'"", 't-', 'qa-', 'nuch', 'qa-', ""q'aaq'""]","['CONJ', 'ADJ', 'PART', 'SREL', 'S', 'CONJ', 'ADV', 'TAM', 'PERS', 'VT', 'PERS', 'S']","['Y', 'es', 'grande', 'el', 'corredor', 'y', 'allÃ\xad', 'juntamos', 'nuestro', 'fuego.']","['CONJ#CONJ', 'ADJ', 'DIM#PART', 'SREL', 'S', 'CONJ#CONJ', 'ADV', 'INC#TAM', 'E1P#PERS', 'VT', 'E1P#PERS', 'S']"
"[""kila'"", ""tqamiq'"", 'qaaw.+']","[""kla'"", 't-', 'qa-', ""miq'"", 'qa-', 'aw']","['ADV', 'TAM', 'PERS', 'VT', 'PERS', 'S']","['AllÃ\xad', 'calentamos', 'nuestras', 'tortillas.']","['ADV', 'INC#TAM', 'E1P#PERS', 'VT', 'E1P#PERS', 'S']"
"[""Kla'"", 'xumaan', ""t'iqane'"", 'yaltir.+']","[""kla'"", 'xuman', ""t'i-"", 'q-', 'an', ""-e'"", 'yaltir']","['ADV', 'S', 'TAM', 'PERS', 'VT', 'PART', 'VOC']","['AllÃ\xad', 'semanas', 'vamos', 'hacer.']","['ADV', 'S', 'INC#TAM', 'E1P#PERS', 'VT', 'ENF#PART', 'VOC']"
"['Per', 'nijun', 'sentaw', ""tqach'ek,+""]","['per', 'ni-', 'jun', 'sentaw', 't-', 'qa-', ""ch'ek""]","['ADV', 'CONJ', 'NUM', 'S', 'TAM', 'PERS', 'VT']","['Pero', 'ni', 'un', 'centavo', 'ganamos.']","['ADV', 'CONJ#CONJ', 'NUM', 'S', 'INC#TAM', 'E1P#PERS', 'VT']"
"[""ri'"", 'li', ""xqab'an"", 'sufrir', 'ooj', 'Ã³jor.+']","[""ri'"", 'li', 'x-', 'qa-', ""b'an"", 'sufrir', 'ooj', 'Ã³jor']","['DEM', 'DEM', 'TAM', 'PERS', 'VT', 'VI', 'PRON', 'ADV']","['Eso', 'es', 'lo', 'que', 'sufrimos', 'nosotros', 'antiguamente.']","['DEM#DEM', 'DEM#DEM', 'COM#TAM', 'E1P#PERS', 'VT', 'VI', 'PRON', 'ADV']"
"['Pinaal', ""tb'i"", ""qane'"", 'jun', 'xumaan,+']","['Pinaal', 't-', ""b'i"", 'qa', ""-ne'"", 'jun', 'xumaan']","['TOP', 'TAM', 'DIR', 'PERS', 'PART', 'NUM', 'S']","['Al', 'Pinal', 'vamos', 'hacer', 'una', 'semana.']","['TOP', 'INC#TAM', 'DIR#DIR', 'E1P#PERS', 'ENF#PART', 'NUM', 'S']"
"['baay', 'ausilaa+']","['baay', 'ausilaa']","['VOC', 'S']","['Baya', 'los', 'auxiliares.']","['VOC', 'S']"
"['ya', ""wi'"", 'regidor', 'numrad,+']","['ya', ""wi'"", 'regidor', 'numrad']","['VOC', 'EXS', 'S', 'VT']","['Ya', 'hay', 'regidor', 'nombrado.']","['VOC', 'EXS#EXS', 'S', 'VT']"
